"","PassengerId","Survived","Pclass","Name","NameLength","Sex","SibSpouse","ParentsChild","TicketNumber","Fare","Cabin","Age_wiki","Age_Months","HometownCountry","Boarded","Destination","DestinationCountry","Lifeboat","LifeboatSupport"
"179",179,0,2,"Hale, Mr. Reginald",18,"male",0,0,"250653",13,"",30,360,"US","Southampton","Auburn, New York, US","US","","No"
"180",180,0,3,"Leonard, Mr. Lionel",19,"male",0,0,"LINE",0,"",36,432,"US","Southampton","New York City","US","","No"
"181",181,0,3,"Sage, Miss. Constance Gladys",28,"female",8,2,"CA. 2343",69,"",7,84,"England","Southampton","Jacksonville, Florida, US","US","","No"
"182",182,0,2,"Pernot, Mr. Rene",16,"male",0,0,"SC/PARIS 2131",15,"",39,468,"France","Cherbourg","New York, New York, US","US","","No"
"183",183,0,3,"Asplund, Master. Clarence Gustaf Hugo",37,"male",4,2,"347077",31,"",9,108,"Sweden","Southampton","Worcester, Massachusetts, US","US","","No"
"184",184,1,2,"Becker, Master. Richard F",25,"male",2,1,"230136",39,"F4",1,12,"British India","Southampton","Benton Harbor, Michigan, US","US","11","Yes"
"185",185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",35,"female",0,2,"315153",22,"",4,48,"Switzerland","Southampton","Milwaukee, Wisconsin, US","US","2","Yes"
"186",186,0,1,"Rood, Mr. Hugh Roscoe",21,"male",0,0,"113767",50,"A32",38,456,"US","Southampton","Seattle, Washington, US","US","","No"
"187",187,1,3,"O'Brien, Mrs. Thomas ",21,"female",1,0,"370365",15,"",26,312,"Ireland","Queenstown","New York City","US","","No"
"188",188,1,1,"Romaine, Mr. Charles Hallace ",29,"male",0,0,"111428",26,"",45,540,"US","Southampton","New York, New York, US","US","9","Yes"
"189",189,0,3,"Bourke, Mr. John",16,"male",1,1,"364849",15,"",42,504,"Ireland","Queenstown","Chicago, Illinois, US","US","","No"
"190",190,0,3,"Turcin, Mr. Stjepan",19,"male",0,0,"349247",7,"",36,432,"Croatia","Southampton","Youngstown, Ohio, US","US","","No"
"191",191,1,2,"Pinsky, Mrs. ",13,"female",0,0,"234604",13,"",21,252,"US","Southampton","Brooklyn, New York, US","US","9","Yes"
"192",192,0,2,"Carbines, Mr. William",21,"male",0,0,"28424",13,"",19,228,"England","Southampton","Houghton, Michigan, US","US","","No"
"193",193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",47,"female",1,0,"350046",7,"",19,228,"Denmark","Southampton","Portland, Oregon, US","US","16","Yes"
"194",194,1,2,"Navratil, Master. Michel M",26,"male",1,1,"230080",26,"F2",3,36,"France","Southampton","New York City","US","D","Yes"
"195",195,1,1,"Brown, Mrs. James Joseph ",25,"female",0,0,"PC 17610",27,"B4",44,528,"US","Cherbourg","Denver, Colorado, US","US","6","Yes"
"196",196,1,1,"Lurette, Miss. Elise",20,"female",0,0,"PC 17569",146,"B80",59,708,"US","Cherbourg","New York, New York, US","US","6","Yes"
"197",197,0,3,"Mernagh, Mr. Robert",19,"male",0,0,"368703",7,"",26,312,"Ireland","Queenstown","Chicago, Illinois, US","US","","No"
"198",198,0,3,"Olsen, Mr. Karl Siegwart Andreas",32,"male",0,1,"4579",8,"",42,504,"Norway","Southampton","Brooklyn, New York, US","US","","No"
"199",199,1,3,"Madigan, Miss. Margaret ""Maggie""",32,"female",0,0,"370370",7,"",21,252,"Ireland","Queenstown","New York City","US","15","Yes"
"200",200,0,2,"Yrois, Miss. Henriette ",23,"female",0,0,"248747",13,"",24,288,"France","Southampton","Montreal, Quebec, Canada","Canada","","No"
"201",201,0,3,"Vande Walle, Mr. Nestor Cyriel",30,"male",0,0,"345770",9,"",28,336,"Belgium","Southampton","New York City","US","","No"
"202",202,0,3,"Sage, Mr. Frederick",19,"male",8,2,"CA. 2343",69,"",16,192,"England","Southampton","Jacksonville, Florida, US","US","","No"
"203",203,0,3,"Johanson, Mr. Jakob Alfred",26,"male",0,0,"3101264",6,"",34,408,"Finland","Southampton","Vancouver, British Columbia, Canada","Canada","","No"
"204",204,0,3,"Youseff, Mr. Gerious",20,"male",0,0,"2628",7,"",45,540,"Lebanon","Cherbourg","Wilkes-Barre, Pennsylvania, US","US","","No"
"205",205,1,3,"Cohen, Mr. Gurshon ""Gus""",24,"male",0,0,"A/5 3540",8,"",18,216,"England","Southampton","Brooklyn, New York, US","US","12","Yes"
"206",206,0,3,"Strom, Miss. Telma Matilda",26,"female",0,1,"347054",10,"G6",2,24,"US","Southampton","Indiana Harbor, Indiana, US","US","","No"
"207",207,0,3,"Backstrom, Mr. Karl Alfred",26,"male",1,0,"3101278",15,"",32,384,"Finland","Southampton","New York City","US","","No"
"208",208,1,3,"Albimona, Mr. Nassef Cassem",27,"male",0,0,"2699",18,"",26,312,"US","Cherbourg","Fredericksburg, Virginia, US","US","15","Yes"
"209",209,1,3,"Carr, Miss. Helen ""Ellen""",25,"female",0,0,"367231",7,"",16,192,"Ireland","Queenstown","New York City","US","16","Yes"
"210",210,1,1,"Blank, Mr. Henry",16,"male",0,0,"112277",31,"A31",39,468,"US","Cherbourg","Glen Ridge, New Jersey, US","US","7","Yes"
"211",211,0,3,"Ali, Mr. Ahmed",14,"male",0,0,"SOTON/O.Q. 3101311",7,"",24,288,"Argentina","Southampton","New York City","US","","No"
"212",212,1,2,"Cameron, Miss. Clear Annie",26,"female",0,0,"F.C.C. 13528",21,"",35,420,"England","Southampton","Mamaronek, New York, US","US","14","Yes"
"213",213,0,3,"Perkin, Mr. John Henry",22,"male",0,0,"A/5 21174",7,"",22,264,"England","Southampton","Saskatoon, Saskatchewan, Canada","Canada","","No"
"214",214,0,2,"Givard, Mr. Hans Kristensen",27,"male",0,0,"250646",13,"",30,360,"Denmark","Southampton","San Francisco, California, US","US","","No"
"215",215,0,3,"Kiernan, Mr. Philip",19,"male",1,0,"367229",7,"",22,264,"Ireland","Queenstown","Jersey City, New Jersey, US","US","","No"
"216",216,1,1,"Newell, Miss. Madeleine",23,"female",1,0,"35273",113,"D36",31,372,"US","Cherbourg","Lexington, Massachusetts, US","US","6","Yes"
"217",217,1,3,"Honkanen, Miss. Eliina",22,"female",0,0,"STON/O2. 3101283",7,"",27,324,"Finland","Southampton","New York City","US","","No"
"218",218,0,2,"Jacobsohn, Mr. Sidney Samuel",28,"male",1,0,"243847",27,"",40,480,"England","Southampton","Montreal, Quebec, Canada","Canada","","No"
"219",219,1,1,"Bazzani, Miss. Albina",21,"female",0,0,"11813",76,"D15",36,432,"US","Cherbourg","Philadelphia, Pennsylvania, US","US","8","Yes"
"220",220,0,2,"Harris, Mr. Walter",18,"male",0,0,"W/C 14208",10,"",30,360,"England","Southampton","New York City","US","","No"
"221",221,1,3,"Sunderland, Mr. Victor Francis",30,"male",0,0,"SOTON/OQ 392089",8,"",20,240,"England","Southampton","Cleveland, Ohio, US","US","B","Yes"
"222",222,0,2,"Bracken, Mr. James H",20,"male",0,0,"220367",13,"",29,348,"Mexico","Southampton","Lake Arthur, New Mexico, US","US","","No"
"223",223,0,3,"Green, Mr. George Henry",23,"male",0,0,"21440",8,"",40,480,"England","Southampton","Lead, South Dakota, US","US","","No"
"224",224,0,3,"Nenkoff, Mr. Christo",20,"male",0,0,"349234",7,"",22,264,"Bulgaria","Southampton","Coon Rapids, Iowa, US","US","","No"
"225",225,1,1,"Hoyt, Mr. Frederick Maxfield",28,"male",1,0,"19943",90,"C93",35,420,"US","Southampton","Stamford, Connecticut, US","US","D","Yes"
"226",226,0,3,"Berglund, Mr. Karl Ivar Sven",28,"male",0,0,"PP 4348",9,"",22,264,"Finland","Southampton","New York City","US","","No"
"227",227,1,2,"Mellors, Mr. William John",25,"male",0,0,"SW/PP 751",10,"",19,228,"England","Southampton","Long Island, New York, US","US","B","Yes"
"228",228,0,3,"Lovell, Mr. John Hall ",22,"male",0,0,"A/5 21173",7,"",20,240,"England","Southampton","New York City","US","","No"
"229",229,0,2,"Fahlstrom, Mr. Arne Jonas",25,"male",0,0,"236171",13,"",18,216,"Norway","Southampton","Bayonne, New Jersey, US","US","","No"
"230",230,0,3,"Lefebre, Miss. Mathilde",23,"female",3,1,"4133",25,"",12,144,"France","Southampton","Mystic, Iowa, US","US","","No"
"231",231,1,1,"Harris, Mrs. Henry Birkhardt ",29,"female",1,0,"36973",83,"C83",35,420,"US","Southampton","New York, New York, US","US","D","Yes"
"232",232,0,3,"Larsson, Mr. Bengt Edvin",24,"male",0,0,"347067",7,"",29,348,"Sweden","Southampton","Hartford, Connecticut, US","US","","No"
"233",233,0,2,"Sjostedt, Mr. Ernst Adolf",25,"male",0,0,"237442",13,"",30,360,"Sweden","Southampton","Sault Ste Marie, Michigan, US","US","10","Yes"
"234",234,1,3,"Asplund, Miss. Lillian Gertrud",30,"female",4,2,"347077",31,"",5,60,"Sweden","Southampton","Worcester, Massachusetts, US","US","15","Yes"
"235",235,0,2,"Leyson, Mr. Robert William Norman",33,"male",0,0,"C.A. 29566",10,"",25,300,"England","Southampton","New York City","US","","No"
"236",236,0,3,"Harknett, Miss. Alice Phoebe",28,"female",0,0,"W./C. 6609",7,"",21,252,"England","Southampton","New London, Connecticut, US","US","","No"
"237",237,0,2,"Hold, Mr. Stephen",17,"male",1,0,"26707",26,"",44,528,"England","Southampton","Sacramento, California, US","US","","No"
"238",238,1,2,"Collyer, Miss. Marjorie ""Lottie""",32,"female",0,2,"C.A. 31921",26,"",8,96,"England","Southampton","Payette, Idaho, US","US","14","Yes"
"239",239,0,2,"Pengelly, Mr. Frederick William",31,"male",0,0,"28665",10,"",19,228,"England","Southampton","Butte, Montana, US","US","","No"
"240",240,0,2,"Hunt, Mr. George Henry",22,"male",0,0,"SCO/W 1585",12,"",33,396,"US","Southampton","Philadelphia, Pennsylvania, US","US","","No"
"241",241,0,3,"Zabour, Miss. Thamine",21,"female",1,0,"2665",14,"",19,228,"Syria","Cherbourg","New York City","US","","No"
"242",242,1,3,"Murphy, Miss. Katherine ""Kate""",30,"female",1,0,"367230",15,"",18,216,"Ireland","Queenstown","Philadelphia, Pennsylvania, US","US","16","Yes"
"243",243,0,2,"Coleridge, Mr. Reginald Charles",31,"male",0,0,"W./C. 14263",10,"",29,348,"England","Southampton","Detroit, Michigan, US","US","","No"
"244",244,0,3,"Maenpaa, Mr. Matti Alexanteri",29,"male",0,0,"STON/O 2. 3101275",7,"",22,264,"Finland","Southampton","Sudbury, Ontario, Canada","Canada","","No"
"245",245,0,3,"Attalah, Mr. Sleiman",20,"male",0,0,"2694",7,"",30,360,"Canada","Cherbourg","Ottawa, Ontario, Canada","Canada","","No"
"246",246,0,1,"Minahan, Dr. William Edward",27,"male",2,0,"19928",90,"C78",44,528,"US","Southampton","Fond du Lac, Wisconsin, US","US","","No"
"247",247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",37,"female",0,0,"347071",7,"",25,300,"Sweden","Southampton","Saranac Lake, New York, US","US","","No"
"248",248,1,2,"Hamalainen, Mrs. William ",25,"female",0,2,"250649",14,"",24,288,"US","Southampton","Detroit, Michigan, US","US","4","Yes"
"249",249,1,1,"Beckwith, Mr. Richard Leonard",29,"male",1,1,"11751",52,"D35",37,444,"US","Southampton","New York, New York, US","US","5","Yes"
"250",250,0,2,"Carter, Rev. Ernest Courtenay",29,"male",1,0,"244252",26,"",54,648,"England","Southampton","New York City","US","","No"
"251",251,0,3,"Reed, Mr. James George",22,"male",0,0,"362316",7,"",19,228,"Australia","Southampton","New York City","US","","No"
"252",252,0,3,"Strom, Mrs. Wilhelm ",20,"female",1,1,"347054",10,"G6",29,348,"US","Southampton","Indiana Harbor, Indiana, US","US","","No"
"253",253,0,1,"Stead, Mr. William Thomas",25,"male",0,0,"113514",26,"C87",62,744,"England","Southampton","New York, New York, US","US","","No"
"254",254,0,3,"Lobb, Mr. William Arthur",24,"male",1,0,"A/5. 3336",16,"",30,360,"US","Southampton","Scranton, Pennsylvania, US","US","","No"
"255",255,0,3,"Rosblom, Mrs. Viktor ",21,"female",0,2,"370129",20,"",41,492,"Finland","Southampton","Astoria, Oregon, US","US","","No"
"256",256,1,3,"Touma, Mrs. Darwis ",19,"female",0,2,"2650",15,"",27,324,"Lebanon","Cherbourg","Dowagiac, Michigan, US","US","C","Yes"
"257",257,1,1,"Thorne, Mrs. Gertrude Maybelle",30,"female",0,0,"PC 17585",79,"",37,444,"US","Cherbourg","New York, New York, US","US","D","Yes"
"258",258,1,1,"Cherry, Miss. Gladys",20,"female",0,0,"110152",86,"B77",30,360,"England","Southampton","Vancouver, British Columbia, Canada","Canada","8","Yes"
"259",259,1,1,"Ward, Miss. Anna",16,"female",0,0,"PC 17755",512,"",38,456,"US","Cherbourg","Germantown, Pennsylvania, US","US","3","Yes"
"260",260,1,2,"Parrish, Mrs. ",14,"female",0,1,"230433",26,"",60,720,"US","Southampton","Woodford County, Kentucky, US","US","12","Yes"
"261",261,0,3,"Smith, Mr. Thomas",17,"male",0,0,"384461",7,"",26,312,"Ireland","Queenstown","Hammond, Indiana, US","US","","No"
"262",262,1,3,"Asplund, Master. Edvin Rojj Felix",33,"male",4,2,"347077",31,"",3,36,"Sweden","Southampton","Worcester, Massachusetts, US","US","15","Yes"
"263",263,0,1,"Taussig, Mr. Emil",17,"male",1,1,"110413",79,"E67",52,624,"US","Southampton","New York, New York, US","US","","No"
"264",264,0,1,"Harrison, Mr. William",21,"male",0,0,"112059",0,"B94",45,540,"England","Southampton","New York, New York, US","US","","No"
"265",265,0,3,"Henry, Miss. Delia",18,"female",0,0,"382649",7,"",23,276,"Ireland","Queenstown","Boston, Massachusetts, US","US","","No"
"266",266,0,2,"Reeves, Mr. David",17,"male",0,0,"C.A. 17248",10,"",36,432,"England","Southampton","New York City","US","","No"
"267",267,0,3,"Panula, Mr. Ernesti Arvid",25,"male",4,1,"3101295",39,"",16,192,"Finland","Southampton","Coal Center, Pennsylvania, US","US","","No"
"268",268,1,3,"Persson, Mr. Ernst Ulrik",24,"male",1,0,"347083",7,"",25,300,"Sweden","Southampton","Indianapolis, Indiana, US","US","15","Yes"
"269",269,1,1,"Graham, Mrs. William Thompson ",30,"female",0,1,"PC 17582",153,"C125",59,708,"US","Southampton","Greenwich, Connecticut, US","US","3","Yes"
"270",270,1,1,"Bissette, Miss. Amelia",22,"female",0,0,"PC 17760",135,"C99",39,468,"US","Cherbourg","New York, New York, US","US","8","Yes"
"271",271,0,1,"Cairns, Mr. Alexander",21,"male",0,0,"113798",31,"",28,336,"US","Southampton","Bryn Mawr, Pennsylvania, US","US","","No"
"272",272,1,3,"Tornquist, Mr. William Henry",28,"male",0,0,"LINE",0,"",25,300,"Sweden","Southampton","New York City","US","15","Yes"
"273",273,1,2,"Mellinger, Mrs. ",16,"female",0,1,"250644",19,"",41,492,"England","Southampton","Bennington, Vermont, US","US","14","Yes"
"274",274,0,1,"Natsch, Mr. Charles H",21,"male",0,1,"PC 17596",29,"C118",36,432,"US","Cherbourg","Brooklyn, New York, US","US","","No"
"275",275,1,3,"Healy, Miss. Hanora ""Nora""",26,"female",0,0,"370375",7,"",29,348,"Ireland","Queenstown","New York City","US","16","Yes"
"276",276,1,1,"Andrews, Miss. Kornelia Theodosia",33,"female",1,0,"13502",77,"D7",62,744,"US","Cherbourg","Hudson, New York, US","US","10","Yes"
"277",277,0,3,"Lindblom, Miss. Augusta Charlotta",33,"female",0,0,"347073",7,"",45,540,"Sweden","Southampton","Stratford, Connecticut, US","US","","No"
"278",278,0,2,"Parkes, Mr. Francis ""Frank""",27,"male",0,0,"239853",0,"",18,216,"Ireland","Belfast","New York City","US","","No"
"279",279,0,3,"Rice, Master. Eric",18,"male",4,1,"382652",29,"",7,84,"Ireland","Queenstown","Spokane, Washington, US","US","","No"
"280",280,1,3,"Abbott, Mrs. Stanton ",21,"female",1,1,"C.A. 2673",20,"",39,468,"US","Southampton","East Providence, Rhode Island, US","US","A","Yes"
"281",281,0,3,"Duane, Mr. Frank",16,"male",0,0,"336439",7,"",65,780,"Ireland","Queenstown","Morris Plains, New Jersey, US","US","","No"
"282",282,0,3,"Olsson, Mr. Nils Johan Goransson",32,"male",0,0,"347464",7,"",28,336,"Sweden","Southampton","New York City","US","","No"
"283",283,0,3,"de Pelsmaeker, Mr. Alfons",25,"male",0,0,"345778",9,"",16,192,"Belgium","Southampton","Gladstone, Michigan, US","US","","No"
"284",284,1,3,"Dorking, Mr. Edward Arthur",26,"male",0,0,"A/5. 10482",8,"",18,216,"England","Southampton","Oglesby, Illinois, US","US","B","Yes"
"285",285,0,1,"Smith, Mr. Richard William",26,"male",0,0,"113056",26,"A19",57,684,"England","Southampton","New York, New York, US","US","","No"
"286",286,0,3,"Stankovic, Mr. Ivan",19,"male",0,0,"349239",8,"",33,396,"Croatia","Cherbourg","New York City","US","","No"
"287",287,1,3,"de Mulder, Mr. Theodore",23,"male",0,0,"345774",9,"",36,432,"Belgium","Southampton","Detroit, Michigan, US","US","11","Yes"
"288",288,0,3,"Naidenoff, Mr. Penko",20,"male",0,0,"349206",7,"",22,264,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"289",289,1,2,"Hosono, Mr. Masabumi",20,"male",0,0,"237798",13,"",41,492,"Japan","Southampton","Tokyo, Japan","Japan","10","Yes"
"290",290,1,3,"Connolly, Miss. Kate",20,"female",0,0,"370373",7,"",22,264,"Ireland","Queenstown","New York City","US","13","Yes"
"291",291,1,1,"Barber, Miss. Ellen ""Nellie""",28,"female",0,0,"19877",78,"",26,312,"England","Southampton","New York, New York, US","US","6","Yes"
"292",292,1,1,"Bishop, Mrs. Dickinson H ",25,"female",1,0,"11967",91,"B49",19,228,"US","Cherbourg","Dowagiac, Michigan, US","US","7","Yes"
"293",293,0,2,"Levy, Mr. Rene Jacques",22,"male",0,0,"SC/Paris 2163",12,"D",36,432,"Canada","Cherbourg","Montreal, Quebec, Canada","Canada","","No"
"294",294,0,3,"Haas, Miss. Aloisia",19,"female",0,0,"349236",8,"",24,288,"Switzerland","Southampton","Chicago, Illinois, US","US","","No"
"295",295,0,3,"Mineff, Mr. Ivan",16,"male",0,0,"349233",7,"",24,288,"Bulgaria","Southampton","Coon Rapids, Iowa, US","US","","No"
"296",296,0,1,"Lewy, Mr. Ervin G",17,"male",0,0,"PC 17612",27,"",31,372,"US","Cherbourg","Chicago, Illinois, US","US","","No"
"297",297,0,3,"Hanna, Mr. Mansour",18,"male",0,0,"2693",7,"",35,420,"Syria","Cherbourg","Ottawa, Ontario, Canada","Canada","","No"
"298",298,0,1,"Allison, Miss. Helen Loraine",28,"female",1,2,"113781",151,"C22 C26",2,24,"Canada","Southampton","Montreal, Quebec, Canada","Canada","","No"
"299",299,1,1,"Saalfeld, Mr. Adolphe",21,"male",0,0,"19988",30,"C106",47,564,"England","Southampton","New York, New York, US","US","3","Yes"
"300",300,1,1,"Baxter, Mrs. James ",19,"female",0,1,"PC 17558",247,"B58 B60",50,600,"Canada","Cherbourg","Montreal, Quebec, Canada","Canada","6","Yes"
"301",301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",40,"female",0,0,"9234",7,"",20,240,"Ireland","Queenstown","Chicago, Illinois, US","US","16","Yes"
"302",302,1,3,"McCoy, Mr. Bernard",18,"male",2,0,"367226",23,"",24,288,"Ireland","Queenstown","Brooklyn, New York, US","US","16","Yes"
"303",303,0,3,"Johnson, Mr. William Cahoone Jr",31,"male",0,0,"LINE",0,"",19,228,"US","Southampton","New York City","US","","No"
"304",304,1,2,"Keane, Miss. Nora A",19,"female",0,0,"226593",12,"E101",46,552,"Ireland","Queenstown","Harrisburg, Pennsylvania, US","US","10","Yes"
"305",305,0,3,"Williams, Mr. Howard Hugh ""Harry""",33,"male",0,0,"A/5 2466",8,"",28,336,"Channel Islands","Southampton","New York City","US","","No"
"306",306,1,1,"Allison, Master. Hudson Trevor",30,"male",1,2,"113781",151,"C22 C26",0.92,11,"Canada","Southampton","Montreal, Quebec, Canada","Canada","11","Yes"
"307",307,1,1,"Fleming, Miss. Margaret",23,"female",0,0,"17421",110,"",42,504,"US","Cherbourg","Haverford, Pennsylvania, US","US","4","Yes"
"308",308,1,1,"Penasco y Castellana, Mrs. Victor de Satode ",44,"female",1,0,"PC 17758",108,"C65",22,264,"Spain","Cherbourg","New York, New York, US","US","8","Yes"
"309",309,0,2,"Abelson, Mr. Samuel",19,"male",1,0,"P/PP 3381",24,"",30,360,"Russia","Cherbourg","New York, New York, US","US","","No"
"310",310,1,1,"Francatelli, Miss. Laura Mabel",30,"female",0,0,"PC 17485",56,"E36",31,372,"England","Cherbourg","New York, New York, US","US","1","Yes"
"311",311,1,1,"Hays, Miss. Margaret Bechstein",30,"female",0,0,"11767",83,"C54",24,288,"US","Cherbourg","New York, New York, US","US","7","Yes"
"312",312,1,1,"Ryerson, Miss. Emily Borie",26,"female",2,2,"PC 17608",262,"B57 B59 B63 B66",18,216,"US","Cherbourg","Cooperstown, New York, US","US","4","Yes"
"313",313,0,2,"Lahtinen, Mrs. William ",23,"female",1,1,"250651",26,"",26,312,"US","Southampton","Minneapolis, Minnesota, US","US","","No"
"314",314,0,3,"Hendekovic, Mr. Ignjac",22,"male",0,0,"349243",7,"",28,336,"Croatia","Southampton","Harrisburg, Pennsylvania, US","US","","No"
"315",315,0,2,"Hart, Mr. Benjamin",18,"male",1,1,"F.C.C. 13529",26,"",47,564,"England","Southampton","Winnipeg, Manitoba, Canada","Canada","","No"
"316",316,1,3,"Nilsson, Miss. Helmina Josefina",31,"female",0,0,"347470",7,"",26,312,"Sweden","Southampton","Joliet, Illinois, US","US","13","Yes"
"317",317,1,2,"Kantor, Mrs. Sinai ",19,"female",1,0,"244367",26,"",24,288,"Russia","Southampton","Bronx, New York, US","US","12","Yes"
"318",318,0,2,"Moraweck, Dr. Ernest",20,"male",0,0,"29011",14,"",54,648,"US","Southampton","Frankfort, Kentucky, US","US","","No"
"319",319,1,1,"Wick, Miss. Mary Natalie",24,"female",0,2,"36928",164,"C7",31,372,"US","Southampton","Youngstown, Ohio, US","US","8","Yes"
"320",320,1,1,"Spedden, Mrs. Frederic Oakley ",30,"female",1,1,"16966",134,"E34",39,468,"US","Cherbourg","Tuxedo Park, New York, US","US","3","Yes"
"321",321,0,3,"Dennis, Mr. Samuel",18,"male",0,0,"A/5 21172",7,"",22,264,"England","Southampton","Saskatoon, Saskatchewan, Canada","Canada","","No"
"322",322,0,3,"Danoff, Mr. Yoto",16,"male",0,0,"349219",7,"",27,324,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"323",323,1,2,"Slayter, Miss. Hilda Mary",25,"female",0,0,"234818",12,"",30,360,"Canada","Queenstown","Vancouver, British Columbia, Canada","Canada","13","Yes"
"324",324,1,2,"Caldwell, Mrs. Albert Francis ",30,"female",1,1,"248738",29,"",28,336,"Bangkok","Southampton","Roseville, Illinois, US","US","13","Yes"
"325",325,0,3,"Sage, Mr. George John Jr",24,"male",8,2,"CA. 2343",69,"",19,228,"England","Southampton","Jacksonville, Florida, US","US","","No"
"326",326,1,1,"Young, Miss. Marie Grice",24,"female",0,0,"PC 17760",135,"C32",36,432,"US","Cherbourg","New York, New York, US","US","8","Yes"
"327",327,0,3,"Nysveen, Mr. Johan Hansen",25,"male",0,0,"345364",6,"",61,732,"Norway","Southampton","Grand Forks, North Dakota, US","US","","No"
"328",328,1,2,"Ball, Mrs. ",11,"female",0,0,"28551",13,"D",36,432,"England","Southampton","Jacksonville, Florida, US","US","10","Yes"
"329",329,1,3,"Goldsmith, Mrs. Frank John ",27,"female",1,1,"363291",20,"",31,372,"England","Southampton","Detroit, Michigan, US","US","C","Yes"
"330",330,1,1,"Hippach, Miss. Jean Gertrude",28,"female",0,1,"111361",57,"B18",17,204,"US","Cherbourg","Chicago, Illinois, US","US","4","Yes"
"331",331,1,3,"McCoy, Miss. Agnes",18,"female",2,0,"367226",23,"",29,348,"Ireland","Queenstown","Brooklyn, New York, US","US","16","Yes"
"332",332,0,1,"Partner, Mr. Austen",19,"male",0,0,"113043",28,"C124",40,480,"England","Southampton","Toronto, Ontario, Canada","Canada","","No"
"333",333,0,1,"Graham, Mr. George Edward",25,"male",0,1,"PC 17582",153,"C91",38,456,"Canada","Southampton","Winnipeg, Manitoba, Canada","Canada","","No"
"334",334,0,3,"Vander Planke, Mr. Leo Edmondus",31,"male",2,0,"345764",18,"",15,180,"Belgium","Southampton","Fremont, Ohio, US","US","","No"
"335",335,1,1,"Frauenthal, Mrs. Henry William ",31,"female",1,0,"PC 17611",133,"",42,504,"England","Southampton","New York, New York, US","US","5","Yes"
"336",336,0,3,"Denkoff, Mr. Mitto",18,"male",0,0,"349225",7,"",30,360,"Bulgaria","Southampton","Coon Rapids, Iowa, US","US","","No"
"337",337,0,1,"Pears, Mr. Thomas Clinton",25,"male",1,0,"113776",66,"C2",29,348,"England","Southampton","New York, New York, US","US","","No"
"338",338,1,1,"Burns, Miss. Elizabeth Margaret",31,"female",0,0,"16966",134,"E40",41,492,"US","Cherbourg","Tuxedo Park, New York, US","US","3","Yes"
"339",339,1,3,"Dahl, Mr. Karl Edwart",21,"male",0,0,"7598",8,"",45,540,"Australia","Southampton","Fingal, North Dakota, US","US","15","Yes"
"340",340,0,1,"Blackwell, Mr. Stephen Weart",28,"male",0,0,"113784",35,"T",45,540,"US","Southampton","Trenton, New Jersey, US","US","","No"
"341",341,1,2,"Navratil, Master. Edmond Roger",30,"male",1,1,"230080",26,"F2",2,24,"France","Southampton","New York City","US","D","Yes"
"342",342,1,1,"Fortune, Miss. Alice Elizabeth",30,"female",3,2,"19950",263,"C23 C25 C27",24,288,"Canada","Southampton","Winnipeg, Manitoba, Canada","Canada","10","Yes"
"343",343,0,2,"Collander, Mr. Erik Gustaf",26,"male",0,0,"248740",13,"",27,324,"Russia","Southampton","Ashtabula, Ohio, US","US","","No"
"344",344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",42,"male",0,0,"244361",13,"",25,300,"England","Southampton","Minatitl?­n, Veracruz, Mexico","Mexico","","No"
"345",345,0,2,"Fox, Mr. Stanley Hubert",23,"male",0,0,"229236",13,"",38,456,"US","Southampton","Rochester, New York, US","US","","No"
"346",346,1,2,"Brown, Miss. Amelia ""Mildred""",29,"female",0,0,"248733",13,"F33",18,216,"England","Southampton","Montreal, Quebec, Canada","Canada","11","Yes"
"347",347,1,2,"Smith, Miss. Marion Elsie",25,"female",0,0,"31418",13,"",39,468,"England","Southampton","Washington, DC US","US","9","Yes"
"348",348,1,3,"Davison, Mrs. Thomas Henry ",27,"female",1,0,"386525",16,"",29.42,351,"","","","","","No"
"349",349,1,3,"Coutts, Master. William Loch ""William""",38,"male",1,1,"C.A. 37671",15,"",9,108,"England","Southampton","Brooklyn, New York, US","US","2","Yes"
"350",350,0,3,"Dimic, Mr. Jovan",16,"male",0,0,"315088",8,"",42,504,"Croatia","Southampton","Red Lodge, Montana, US","US","","No"
"351",351,0,3,"Odahl, Mr. Nils Martin",22,"male",0,0,"7267",9,"",23,276,"Sweden","Southampton","Peoria, Illinois, US","US","","No"
"352",352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",38,"male",0,0,"113510",35,"C128",43,516,"England","Southampton","Newark, New Jersey, US","US","","No"
"353",353,0,3,"Elias, Mr. Tannous",18,"male",1,1,"2695",7,"",17,204,"Lebanon","Cherbourg","Ottawa, Ontario, Canada","Canada","","No"
"354",354,0,3,"Arnold-Franchi, Mr. Josef",25,"male",1,0,"349237",17,"",25,300,"Switzerland","Southampton","New Glarus, Wisconsin, US","US","","No"
"355",355,0,3,"Yousif, Mr. Wazli",17,"male",0,0,"2647",7,"",25,300,"Lebanon","Cherbourg","New York City","US","","No"
"356",356,0,3,"Vanden Steen, Mr. Leo Peter",27,"male",0,0,"345783",9,"",28,336,"Belgium","Southampton","New York City","US","","No"
